,Item 1,Item 2,,,support,confidence,lift,,conviction
1407,frozenset({'chocolate'}),frozenset({'bottled water'}),,,0.005795628,0.116803279,1.056817154,,1.007110124
3246,"frozenset({'soda', 'whole milk'})",frozenset({'napkins'}),,,0.004677173,0.116751269,2.229609186,,1.072898223
3878,"frozenset({'rolls/buns', 'whole milk'})",frozenset({'domestic eggs'}),,,0.006609049,0.116696589,1.839280371,,1.060284739
1139,"frozenset({'rolls/buns', 'whole milk'})",frozenset({'butter'}),,,0.006609049,0.116696589,2.105891654,,1.069378485
2387,frozenset({'other vegetables'}),frozenset({'pastry'}),,,0.022572445,0.116657909,1.311234892,,1.031346788
2558,frozenset({'root vegetables'}),"frozenset({'rolls/buns', 'whole milk'})",,,0.01270971,0.116604478,2.058895938,,1.067885797
3241,frozenset({'napkins'}),"frozenset({'yogurt', 'whole milk'})",,,0.006100661,0.116504854,2.079537646,,1.068455896
2782,frozenset({'canned beer'}),frozenset({'other vegetables'}),,,0.009049314,0.116492147,0.602049533,,0.912846862
3123,"frozenset({'whole milk', 'root vegetables'})",frozenset({'brown bread'}),,,0.00569395,0.116424116,1.794719726,,1.058346721
2466,"frozenset({'whole milk', 'root vegetables'})",frozenset({'pastry'}),,,0.00569395,0.116424116,1.308607069,,1.031073896
587,"frozenset({'whole milk', 'root vegetables'})","frozenset({'yogurt', 'tropical fruit'})",,,0.00569395,0.116424116,3.975802726,,1.098623045
1643,frozenset({'curd'}),"frozenset({'whole milk', 'root vegetables'})",,,0.006202339,0.116412214,2.38027884,,1.076399029
2717,frozenset({'waffles'}),frozenset({'pip fruit'}),,,0.004473818,0.116402116,1.53872959,,1.046122701
253,frozenset({'margarine'}),frozenset({'whipped/sour cream'}),,,0.006812405,0.116319444,1.622697498,,1.050512234
245,frozenset({'margarine'}),frozenset({'pastry'}),,,0.006812405,0.116319444,1.307430556,,1.030951765
1798,frozenset({'beef'}),"frozenset({'yogurt', 'whole milk'})",,,0.006100661,0.11627907,2.075507534,,1.068182913
4040,"frozenset({'tropical fruit', 'other vegetables'})",frozenset({'frozen vegetables'}),,,0.004168785,0.116147309,2.415029137,,1.076996728
1523,"frozenset({'tropical fruit', 'other vegetables'})",frozenset({'white bread'}),,,0.004168785,0.116147309,2.759199956,,1.083784039
3117,"frozenset({'tropical fruit', 'other vegetables'})",frozenset({'brown bread'}),,,0.004168785,0.116147309,1.790452636,,1.058015265
1965,frozenset({'chicken'}),frozenset({'shopping bags'}),,,0.004982206,0.116113744,1.178512562,,1.019898568
2007,frozenset({'chicken'}),"frozenset({'rolls/buns', 'other vegetables'})",,,0.004982206,0.116113744,2.725486093,,1.08316771
1538,frozenset({'white bread'}),"frozenset({'yogurt', 'whole milk'})",,,0.004880529,0.115942029,2.06949157,,1.067775676
853,"frozenset({'other vegetables', 'root vegetables'})","frozenset({'pip fruit', 'whole milk'})",,,0.005490595,0.115879828,3.85026389,,1.097026668
1632,"frozenset({'root vegetables', 'other vegetables'})",frozenset({'curd'}),,,0.005490595,0.115879828,2.174958228,,1.070805672
1068,frozenset({'butter'}),"frozenset({'yogurt', 'other vegetables'})",,,0.006405694,0.11559633,2.66250564,,1.08161427
2754,frozenset({'salty snack'}),frozenset({'bottled water'}),,,0.00437214,0.115591398,1.045852252,,1.005730109
2774,frozenset({'shopping bags'}),frozenset({'canned beer'}),,,0.0113879,0.115583075,1.487905165,,1.042854592
534,"frozenset({'tropical fruit', 'whole milk'})","frozenset({'rolls/buns', 'yogurt'})",,,0.004880529,0.115384615,3.357419208,,1.091585067
3773,frozenset({'domestic eggs'}),"frozenset({'other vegetables', 'root vegetables'})",,,0.007320793,0.115384615,2.43520964,,1.076872748
3049,frozenset({'fruit/vegetable juice'}),frozenset({'brown bread'}),,,0.00833757,0.11533052,1.777861549,,1.057038431
410,frozenset({'other vegetables'}),"frozenset({'yogurt', 'whole milk'})",,,0.022267412,0.11508145,2.054130788,,1.066737269
3740,frozenset({'other vegetables'}),frozenset({'domestic eggs'}),,,0.022267412,0.11508145,1.813823821,,1.058349525
3687,frozenset({'dessert'}),frozenset({'citrus fruit'}),,,0.004270463,0.115068493,1.390293157,,1.036503232
1239,frozenset({'bottled beer'}),frozenset({'yogurt'}),,,0.009252669,0.11489899,0.823638167,,0.97220341
3578,frozenset({'whipped/sour cream'}),frozenset({'pork'}),,,0.008235892,0.114893617,1.992907801,,1.064672872
598,"frozenset({'yogurt', 'other vegetables'})","frozenset({'tropical fruit', 'root vegetables'})",,,0.004982206,0.114754098,5.452205591,,1.105853998
700,frozenset({'sausage'}),frozenset({'pip fruit'}),,,0.010777834,0.114718615,1.516475236,,1.044133334
3606,frozenset({'pork'}),frozenset({'newspapers'}),,,0.006609049,0.114638448,1.436266415,,1.039330224
1035,frozenset({'margarine'}),frozenset({'butter'}),,,0.006710727,0.114583333,2.067756116,,1.066826161
3202,frozenset({'napkins'}),frozenset({'domestic eggs'}),,,0.005998983,0.114563107,1.805654095,,1.057729957
1625,frozenset({'curd'}),"frozenset({'yogurt', 'other vegetables'})",,,0.006100661,0.114503817,2.63734201,,1.080279789
1557,frozenset({'curd'}),frozenset({'bottled water'}),,,0.006100661,0.114503817,1.036011995,,1.004494855
555,frozenset({'tropical fruit'}),"frozenset({'whole milk', 'root vegetables'})",,,0.011997966,0.114341085,2.337930507,,1.073881851
1728,frozenset({'beef'}),frozenset({'domestic eggs'}),,,0.005998983,0.114341085,1.802154765,,1.057464799
3752,frozenset({'pip fruit'}),frozenset({'domestic eggs'}),,,0.008642603,0.114247312,1.800676782,,1.057352847
972,frozenset({'long life bakery product'}),frozenset({'bottled water'}),,,0.004270463,0.114130435,1.032633695,,1.004071474
1840,"frozenset({'rolls/buns', 'soda'})","frozenset({'whole milk', 'other vegetables'})",,,0.00437214,0.114058355,1.524135769,,1.044273324
2149,frozenset({'fruit/vegetable juice'}),frozenset({'newspapers'}),,,0.008235892,0.113924051,1.427315972,,1.038492265
2285,frozenset({'fruit/vegetable juice'}),"frozenset({'yogurt', 'other vegetables'})",,,0.008235892,0.113924051,2.623988379,,1.079572954
2382,frozenset({'rolls/buns'}),frozenset({'pastry'}),,,0.020945602,0.113875069,1.279955777,,1.028107885
2784,frozenset({'canned beer'}),frozenset({'whole milk'}),,,0.008845958,0.113874346,0.445664221,,0.840156226
2013,frozenset({'chicken'}),"frozenset({'yogurt', 'other vegetables'})",,,0.004880529,0.113744076,2.619843058,,1.079353721
3068,frozenset({'sausage'}),frozenset({'brown bread'}),,,0.010676157,0.113636364,1.751745512,,1.055018054
519,"frozenset({'tropical fruit', 'other vegetables'})","frozenset({'rolls/buns', 'whole milk'})",,,0.004067107,0.113314448,2.000803576,,1.063923427
768,"frozenset({'tropical fruit', 'whole milk'})","frozenset({'pip fruit', 'other vegetables'})",,,0.004778851,0.112980769,4.323602589,,1.09791175
254,frozenset({'pip fruit'}),frozenset({'margarine'}),,,0.008540925,0.112903226,1.927783378,,1.061252484
3585,frozenset({'pork'}),frozenset({'sausage'}),,,0.006507372,0.11287478,1.201432313,,1.021332503
3581,frozenset({'pork'}),frozenset({'citrus fruit'}),,,0.006507372,0.11287478,1.36378803,,1.033940131
544,frozenset({'root vegetables'}),"frozenset({'tropical fruit', 'other vegetables'})",,,0.012302999,0.112873134,3.144779819,,1.08677554
955,frozenset({'cream cheese '}),"frozenset({'other vegetables', 'root vegetables'})",,,0.004473818,0.112820513,2.38109387,,1.073760399
931,frozenset({'cream cheese '}),frozenset({'pastry'}),,,0.004473818,0.112820513,1.268102564,,1.026885812
1990,"frozenset({'whole milk', 'other vegetables'})",frozenset({'chicken'}),,,0.008439248,0.112771739,2.628222878,,1.078743837
2008,"frozenset({'yogurt', 'other vegetables'})",frozenset({'chicken'}),,,0.004880529,0.112412178,2.619843058,,1.078306839
1924,"frozenset({'yogurt', 'other vegetables'})",frozenset({'frankfurter'}),,,0.004880529,0.112412178,1.906161673,,1.060207138
2020,frozenset({'tropical fruit'}),frozenset({'newspapers'}),,,0.011794611,0.112403101,1.408260505,,1.036712747
854,"frozenset({'whole milk', 'root vegetables'})","frozenset({'pip fruit', 'other vegetables'})",,,0.005490595,0.112266112,4.296253752,,1.097027892
2552,frozenset({'root vegetables'}),"frozenset({'rolls/buns', 'other vegetables'})",,,0.012201322,0.111940299,2.627524668,,1.078077352
3575,frozenset({'other vegetables'}),frozenset({'pork'}),,,0.021657346,0.111928534,1.941476421,,1.061118154
1088,frozenset({'butter'}),"frozenset({'tropical fruit', 'whole milk'})",,,0.006202339,0.111926606,2.646149435,,1.078404207
1440,frozenset({'butter'}),frozenset({'chocolate'}),,,0.006202339,0.111926606,2.255733945,,1.070160752
206,"frozenset({'soda', 'whole milk'})",frozenset({'citrus fruit'}),,,0.004473818,0.111675127,1.349293456,,1.03254383
2664,"frozenset({'soda', 'whole milk'})","frozenset({'other vegetables', 'root vegetables'})",,,0.004473818,0.111675127,2.356920329,,1.072375917
754,frozenset({'pip fruit'}),"frozenset({'tropical fruit', 'whole milk'})",,,0.008439248,0.11155914,2.637461874,,1.077958171
384,frozenset({'yogurt'}),"frozenset({'rolls/buns', 'whole milk'})",,,0.015556685,0.111516035,1.96904884,,1.061769901
2954,frozenset({'shopping bags'}),frozenset({'bottled water'}),,,0.01098119,0.111455108,1.008427774,,1.001048308
996,frozenset({'long life bakery product'}),frozenset({'citrus fruit'}),,,0.004168785,0.111413043,1.346126883,,1.032239288
2124,"frozenset({'whole milk', 'other vegetables'})",frozenset({'newspapers'}),,,0.00833757,0.111413043,1.395856411,,1.035557649
1969,frozenset({'chicken'}),frozenset({'beef'}),,,0.004778851,0.111374408,2.122804842,,1.066291951
1967,frozenset({'chicken'}),frozenset({'pastry'}),,,0.004778851,0.111374408,1.251848341,,1.025214709
1957,frozenset({'chicken'}),frozenset({'pip fruit'}),,,0.004778851,0.111374408,1.472267874,,1.040203898
1494,frozenset({'white bread'}),frozenset({'brown bread'}),,,0.004677173,0.111111111,1.712817834,,1.052020844
3595,frozenset({'pork'}),frozenset({'shopping bags'}),,,0.006405694,0.111111111,1.127737645,,1.014158617
2715,frozenset({'waffles'}),frozenset({'bottled water'}),,,0.004270463,0.111111111,1.005315343,,1.000660905
3975,frozenset({'pork'}),frozenset({'frozen vegetables'}),,,0.006405694,0.111111111,2.310312427,,1.070894764
2719,frozenset({'waffles'}),frozenset({'citrus fruit'}),,,0.004270463,0.111111111,1.342478842,,1.031888663
3592,frozenset({'pork'}),frozenset({'margarine'}),,,0.006405694,0.111111111,1.897183642,,1.059112862
231,frozenset({'margarine'}),frozenset({'brown bread'}),,,0.006507372,0.111111111,1.712817834,,1.052020844
3743,frozenset({'fruit/vegetable juice'}),frozenset({'domestic eggs'}),,,0.008032537,0.111111111,1.751246439,,1.053622267
1023,frozenset({'fruit/vegetable juice'}),frozenset({'butter'}),,,0.008032537,0.111111111,2.00509684,,1.062658871
1918,"frozenset({'yogurt', 'whole milk'})",frozenset({'frankfurter'}),,,0.006202339,0.110707804,1.87726078,,1.058175197
1673,frozenset({'curd'}),"frozenset({'rolls/buns', 'whole milk'})",,,0.005897306,0.110687023,1.954410898,,1.060780125
1661,frozenset({'curd'}),"frozenset({'whipped/sour cream', 'whole milk'})",,,0.005897306,0.110687023,3.434091073,,1.088220008
1447,frozenset({'chocolate'}),"frozenset({'whole milk', 'other vegetables'})",,,0.005490595,0.110655738,1.478667365,,1.04027795
1429,frozenset({'chocolate'}),frozenset({'newspapers'}),,,0.005490595,0.110655738,1.386368383,,1.034675838
3476,frozenset({'whipped/sour cream'}),"frozenset({'tropical fruit', 'whole milk'})",,,0.007930859,0.110638298,2.615691489,,1.076842057
3337,frozenset({'whipped/sour cream'}),frozenset({'shopping bags'}),,,0.007930859,0.110638298,1.122938761,,1.013619458
3967,frozenset({'whipped/sour cream'}),frozenset({'frozen vegetables'}),,,0.007930859,0.110638298,2.30048131,,1.070325442
1861,frozenset({'domestic eggs'}),frozenset({'frankfurter'}),,,0.00701576,0.110576923,1.875041446,,1.058019484
1018,frozenset({'citrus fruit'}),frozenset({'butter'}),,,0.009150991,0.110565111,1.995243784,,1.062006533
131,frozenset({'citrus fruit'}),"frozenset({'whole milk', 'root vegetables'})",,,0.009150991,0.110565111,2.260723207,,1.069322832
1717,frozenset({'beef'}),frozenset({'butter'}),,,0.005795628,0.110465116,1.9934393,,1.061887151
1750,frozenset({'beef'}),"frozenset({'rolls/buns', 'other vegetables'})",,,0.005795628,0.110465116,2.592898374,,1.076289496
1863,frozenset({'frankfurter'}),frozenset({'citrus fruit'}),,,0.006507372,0.110344828,1.333220368,,1.03099987
646,frozenset({'coffee'}),frozenset({'citrus fruit'}),,,0.006405694,0.11033275,1.333074437,,1.030985873
681,frozenset({'coffee'}),"frozenset({'whole milk', 'other vegetables'})",,,0.006405694,0.11033275,1.474351348,,1.039900284
556,frozenset({'root vegetables'}),"frozenset({'tropical fruit', 'whole milk'})",,,0.011997966,0.110074627,2.602365277,,1.076159994
2166,frozenset({'root vegetables'}),frozenset({'fruit/vegetable juice'}),,,0.011997966,0.110074627,1.522621597,,1.042455015
39,"frozenset({'yogurt', 'other vegetables'})","frozenset({'citrus fruit', 'whole milk'})",,,0.004778851,0.110070258,3.608469945,,1.089408129
2030,frozenset({'yogurt'}),frozenset({'newspapers'}),,,0.01535333,0.110058309,1.3788834,,1.033981248
4030,frozenset({'frozen vegetables'}),"frozenset({'yogurt', 'other vegetables'})",,,0.005287239,0.109936575,2.532145704,,1.074736477
3301,"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'hamburger meat'}),,,0.004677173,0.109785203,3.30194945,,1.085975431
1856,frozenset({'brown bread'}),frozenset({'frankfurter'}),,,0.007117438,0.109717868,1.860474543,,1.056998575
3102,frozenset({'brown bread'}),"frozenset({'yogurt', 'whole milk'})",,,0.007117438,0.109717868,1.958394256,,1.060310618
8,frozenset({'pastry'}),frozenset({'citrus fruit'}),,,0.009761057,0.109714286,1.325601966,,1.030269668
2572,"frozenset({'rolls/buns', 'whole milk'})","frozenset({'other vegetables', 'root vegetables'})",,,0.006202339,0.10951526,2.31133602,,1.069774874
777,"frozenset({'rolls/buns', 'whole milk'})",frozenset({'pip fruit'}),,,0.006202339,0.10951526,1.447691647,,1.038032168
3639,"frozenset({'rolls/buns', 'whole milk'})",frozenset({'pork'}),,,0.006202339,0.10951526,1.899616553,,1.058242452
3391,"frozenset({'other vegetables', 'root vegetables'})","frozenset({'whipped/sour cream', 'whole milk'})",,,0.005185562,0.10944206,3.395465807,,1.086698722
250,frozenset({'margarine'}),frozenset({'frankfurter'}),,,0.006405694,0.109375,1.85466056,,1.056591657
3593,frozenset({'margarine'}),frozenset({'pork'}),,,0.006405694,0.109375,1.897183642,,1.058075794
3587,frozenset({'pork'}),frozenset({'pastry'}),,,0.006304016,0.109347443,1.229065256,,1.022881505
52,frozenset({'citrus fruit'}),"frozenset({'tropical fruit', 'whole milk'})",,,0.009049314,0.109336609,2.584917194,,1.075268271
64,frozenset({'citrus fruit'}),"frozenset({'tropical fruit', 'other vegetables'})",,,0.009049314,0.109336609,3.046248025,,1.082460319
2951,frozenset({'yogurt'}),frozenset({'shopping bags'}),,,0.015251652,0.109329446,1.109654388,,1.012129931
3482,frozenset({'whipped/sour cream'}),"frozenset({'tropical fruit', 'other vegetables'})",,,0.007829181,0.109219858,3.042995198,,1.082318445
3414,frozenset({'whipped/sour cream'}),"frozenset({'rolls/buns', 'whole milk'})",,,0.007829181,0.109219858,1.928505036,,1.059032961
374,"frozenset({'soda', 'whole milk'})","frozenset({'yogurt', 'other vegetables'})",,,0.00437214,0.109137056,2.513730548,,1.073771938
1844,"frozenset({'soda', 'whole milk'})","frozenset({'rolls/buns', 'other vegetables'})",,,0.00437214,0.109137056,2.561725404,,1.074685009
1976,frozenset({'chicken'}),frozenset({'margarine'}),,,0.004677173,0.109004739,1.861218075,,1.056609049
3823,frozenset({'domestic eggs'}),"frozenset({'tropical fruit', 'whole milk'})",,,0.006914082,0.108974359,2.576352934,,1.074831116
3747,frozenset({'domestic eggs'}),frozenset({'newspapers'}),,,0.006914082,0.108974359,1.365302956,,1.032723389
1795,"frozenset({'yogurt', 'whole milk'})",frozenset({'beef'}),,,0.006100661,0.108892922,2.075507534,,1.063322624
3240,"frozenset({'yogurt', 'whole milk'})",frozenset({'napkins'}),,,0.006100661,0.108892922,2.079537646,,1.063436726
4021,"frozenset({'yogurt', 'whole milk'})",frozenset({'frozen vegetables'}),,,0.006100661,0.108892922,2.264190037,,1.068229038
2154,frozenset({'other vegetables'}),frozenset({'fruit/vegetable juice'}),,,0.02104728,0.108775617,1.50465288,,1.040935579
1532,frozenset({'white bread'}),"frozenset({'tropical fruit', 'whole milk'})",,,0.004575496,0.108695652,2.569763796,,1.074495022
980,frozenset({'long life bakery product'}),frozenset({'waffles'}),,,0.004067107,0.108695652,2.828099839,,1.078829963
251,frozenset({'frankfurter'}),frozenset({'margarine'}),,,0.006405694,0.10862069,1.85466056,,1.056153811
429,frozenset({'yogurt'}),"frozenset({'tropical fruit', 'whole milk'})",,,0.015149975,0.108600583,2.567516189,,1.074380425
3062,frozenset({'pastry'}),frozenset({'brown bread'}),,,0.00965938,0.108571429,1.673667712,,1.049023634
2811,frozenset({'bottled water'}),frozenset({'sausage'}),,,0.011997966,0.108555658,1.155459842,,1.016384063
3734,frozenset({'tropical fruit'}),frozenset({'domestic eggs'}),,,0.0113879,0.108527132,1.710519777,,1.05056829
2721,frozenset({'waffles'}),frozenset({'newspapers'}),,,0.004168785,0.108465608,1.358928993,,1.03213407
2152,frozenset({'shopping bags'}),frozenset({'fruit/vegetable juice'}),,,0.010676157,0.108359133,1.498891806,,1.040449359
3941,frozenset({'fruit/vegetable juice'}),frozenset({'frozen vegetables'}),,,0.007829181,0.108298172,2.251823504,,1.067516547
1191,frozenset({'butter'}),"frozenset({'whole milk', 'domestic eggs'})",,,0.005998983,0.108256881,3.609174312,,1.087762903
2911,frozenset({'sausage'}),"frozenset({'whole milk', 'other vegetables'})",,,0.010167768,0.108225108,1.446187418,,1.03744256
1807,"frozenset({'tropical fruit', 'whole milk'})",frozenset({'beef'}),,,0.004575496,0.108173077,2.061787232,,1.062464355
1529,"frozenset({'tropical fruit', 'whole milk'})",frozenset({'white bread'}),,,0.004575496,0.108173077,2.569763796,,1.074093431
3040,"frozenset({'whole milk', 'root vegetables'})",frozenset({'shopping bags'}),,,0.005287239,0.108108108,1.097258249,,1.010743942
1013,frozenset({'whole milk'}),frozenset({'butter'}),,,0.027554652,0.107839236,1.946053001,,1.058761718
3942,frozenset({'frozen vegetables'}),frozenset({'domestic eggs'}),,,0.005185562,0.10782241,1.699412506,,1.049738457
3663,"frozenset({'yogurt', 'other vegetables'})",frozenset({'pork'}),,,0.004677173,0.107728337,1.868621158,,1.056123145
1568,frozenset({'margarine'}),frozenset({'curd'}),,,0.006304016,0.107638889,2.020283344,,1.0609168
3642,frozenset({'pork'}),"frozenset({'rolls/buns', 'whole milk'})",,,0.006202339,0.107583774,1.899616553,,1.057091415
834,frozenset({'pip fruit'}),"frozenset({'other vegetables', 'root vegetables'})",,,0.008134215,0.107526882,2.269370991,,1.067391477
2752,frozenset({'salty snack'}),frozenset({'napkins'}),,,0.004067107,0.107526882,2.053450256,,1.061809005
728,frozenset({'pip fruit'}),"frozenset({'yogurt', 'other vegetables'})",,,0.008134215,0.107526882,2.476643751,,1.07183467
2762,frozenset({'salty snack'}),frozenset({'pip fruit'}),,,0.004067107,0.107526882,1.421407099,,1.035719492
3739,frozenset({'domestic eggs'}),frozenset({'brown bread'}),,,0.006812405,0.107371795,1.655174926,,1.047613815
2028,frozenset({'rolls/buns'}),frozenset({'newspapers'}),,,0.01972547,0.10724157,1.343593427,,1.030718937
2168,frozenset({'sausage'}),frozenset({'fruit/vegetable juice'}),,,0.01006609,0.107142857,1.482067511,,1.039032028
1872,frozenset({'sausage'}),frozenset({'frankfurter'}),,,0.01006609,0.107142857,1.816810345,,1.053950178
401,"frozenset({'yogurt', 'whole milk'})","frozenset({'rolls/buns', 'other vegetables'})",,,0.005998983,0.10707804,2.513395042,,1.07220686
2037,frozenset({'whole milk'}),frozenset({'newspapers'}),,,0.027351296,0.107043374,1.341110303,,1.030490164
1587,frozenset({'curd'}),frozenset({'newspapers'}),,,0.00569395,0.106870229,1.338941022,,1.03029039
2538,frozenset({'soda'}),frozenset({'root vegetables'}),,,0.018607016,0.106705539,0.9789636,,0.997433169
3621,"frozenset({'soda', 'whole milk'})",frozenset({'pork'}),,,0.004270463,0.106598985,1.849031773,,1.054788094
1699,frozenset({'beef'}),frozenset({'sausage'}),,,0.005592272,0.106589147,1.134528424,,1.014146872
987,frozenset({'chocolate'}),frozenset({'long life bakery product'}),,,0.005287239,0.106557377,2.847803813,,1.077386044
3937,frozenset({'root vegetables'}),frozenset({'frozen vegetables'}),,,0.011591256,0.106343284,2.211175886,,1.065181338
1483,frozenset({'white bread'}),frozenset({'citrus fruit'}),,,0.004473818,0.106280193,1.284110197,,1.026310886
2947,frozenset({'rolls/buns'}),frozenset({'shopping bags'}),,,0.019522115,0.106135987,1.077241929,,1.00851395
2076,"frozenset({'rolls/buns', 'soda'})",frozenset({'newspapers'}),,,0.004067107,0.106100796,1.329301053,,1.029403556
1456,"frozenset({'rolls/buns', 'soda'})",frozenset({'chocolate'}),,,0.004067107,0.106100796,2.13832239,,1.063186192
3392,"frozenset({'whole milk', 'root vegetables'})","frozenset({'whipped/sour cream', 'other vegetables'})",,,0.005185562,0.106029106,3.671817809,,1.086303307
397,"frozenset({'rolls/buns', 'whole milk'})","frozenset({'yogurt', 'other vegetables'})",,,0.005998983,0.105924596,2.439738647,,1.069913819
1888,"frozenset({'rolls/buns', 'whole milk'})",frozenset({'frankfurter'}),,,0.005998983,0.105924596,1.796152418,,1.052514073
232,frozenset({'margarine'}),frozenset({'fruit/vegetable juice'}),,,0.006202339,0.105902778,1.464913951,,1.03759093
1711,frozenset({'margarine'}),frozenset({'beef'}),,,0.006202339,0.105902778,2.018515154,,1.059766536
3589,frozenset({'pork'}),frozenset({'pip fruit'}),,,0.006100661,0.105820106,1.398845082,,1.033742551
981,frozenset({'waffles'}),frozenset({'long life bakery product'}),,,0.004067107,0.105820106,2.828099839,,1.076497715
268,"frozenset({'tropical fruit', 'whole milk'})",frozenset({'margarine'}),,,0.004473818,0.105769231,1.80597289,,1.052786023
3502,"frozenset({'tropical fruit', 'whole milk'})","frozenset({'whipped/sour cream', 'other vegetables'})",,,0.004473818,0.105769231,3.662818256,,1.085987613
2039,frozenset({'newspapers'}),frozenset({'pastry'}),,,0.008439248,0.105732484,1.188433121,,1.018746642
3944,frozenset({'frozen vegetables'}),frozenset({'margarine'}),,,0.005083884,0.105708245,1.804931583,,1.052714229
3956,frozenset({'frozen vegetables'}),frozenset({'frankfurter'}),,,0.005083884,0.105708245,1.792483779,,1.052259444
4006,frozenset({'frozen vegetables'}),"frozenset({'rolls/buns', 'whole milk'})",,,0.005083884,0.105708245,1.866500165,,1.054874459
2150,frozenset({'soda'}),frozenset({'fruit/vegetable juice'}),,,0.01840366,0.105539359,1.459886908,,1.037169357
2045,frozenset({'root vegetables'}),frozenset({'newspapers'}),,,0.011489578,0.105410448,1.320651916,,1.028609173
3715,"frozenset({'yogurt', 'other vegetables'})",frozenset({'dessert'}),,,0.004575496,0.105386417,2.839658657,,1.076316819
1883,frozenset({'frankfurter'}),frozenset({'whipped/sour cream'}),,,0.006202339,0.105172414,1.467192468,,1.037425811
1923,frozenset({'frankfurter'}),"frozenset({'yogurt', 'whole milk'})",,,0.006202339,0.105172414,1.87726078,,1.05492456
601,"frozenset({'other vegetables', 'root vegetables'})","frozenset({'yogurt', 'tropical fruit'})",,,0.004982206,0.105150215,3.590806807,,1.084781875
648,frozenset({'coffee'}),frozenset({'whipped/sour cream'}),,,0.006100661,0.105078809,1.465886649,,1.037317301
3738,frozenset({'brown bread'}),frozenset({'domestic eggs'}),,,0.006812405,0.105015674,1.655174926,,1.046446401
3339,frozenset({'whipped/sour cream'}),frozenset({'pastry'}),,,0.007524148,0.104964539,1.179801418,,1.017872552
1014,frozenset({'yogurt'}),frozenset({'butter'}),,,0.014641586,0.104956268,1.894027336,,1.055351409
504,frozenset({'tropical fruit'}),"frozenset({'rolls/buns', 'whole milk'})",,,0.01098119,0.104651163,1.847835163,,1.053629035
2629,"frozenset({'whole milk', 'other vegetables'})","frozenset({'yogurt', 'root vegetables'})",,,0.007829181,0.104619565,4.050918992,,1.087999951
1024,frozenset({'butter'}),frozenset({'newspapers'}),,,0.005795628,0.104587156,1.310337171,,1.027663414
1944,frozenset({'butter'}),frozenset({'chicken'}),,,0.005795628,0.104587156,2.437475542,,1.068883504
1048,frozenset({'butter'}),frozenset({'brown bread'}),,,0.005795628,0.104587156,1.612248713,,1.044355847
1040,frozenset({'butter'}),frozenset({'bottled beer'}),,,0.005795628,0.104587156,1.298755908,,1.026868536
3969,frozenset({'butter'}),frozenset({'frozen vegetables'}),,,0.005795628,0.104587156,2.174661055,,1.063092252
1716,frozenset({'butter'}),frozenset({'beef'}),,,0.005795628,0.104587156,1.9934393,,1.058209431
1179,frozenset({'butter'}),"frozenset({'whipped/sour cream', 'other vegetables'})",,,0.005795628,0.104587156,3.621882672,,1.084553952
1850,frozenset({'rolls/buns'}),frozenset({'frankfurter'}),,,0.019217082,0.104477612,1.771616058,,1.050813421
2027,frozenset({'newspapers'}),frozenset({'citrus fruit'}),,,0.00833757,0.104458599,1.262101128,,1.024223297
2129,frozenset({'newspapers'}),"frozenset({'whole milk', 'other vegetables'})",,,0.00833757,0.104458599,1.395856411,,1.033079236
2162,frozenset({'whole milk'}),frozenset({'fruit/vegetable juice'}),,,0.026639553,0.104257859,1.4421604,,1.035685524
3056,frozenset({'yogurt'}),frozenset({'brown bread'}),,,0.014539908,0.104227405,1.606703026,,1.043936424
2611,frozenset({'yogurt'}),"frozenset({'whole milk', 'root vegetables'})",,,0.014539908,0.104227405,2.131136238,,1.061757237
259,frozenset({'margarine'}),frozenset({'bottled beer'}),,,0.006100661,0.104166667,1.293534301,,1.026386541
3883,frozenset({'domestic eggs'}),"frozenset({'rolls/buns', 'whole milk'})",,,0.006609049,0.104166667,1.839280371,,1.053059198
1668,"frozenset({'rolls/buns', 'whole milk'})",frozenset({'curd'}),,,0.005897306,0.104129264,1.954410898,,1.056760598
1912,"frozenset({'whole milk', 'root vegetables'})",frozenset({'frankfurter'}),,,0.005083884,0.103950104,1.762671159,,1.050194804
1479,frozenset({'white bread'}),frozenset({'bottled water'}),,,0.00437214,0.103864734,0.939751299,,0.992569307
991,frozenset({'white bread'}),frozenset({'long life bakery product'}),,,0.00437214,0.103864734,2.775841472,,1.074148792
4035,frozenset({'frozen vegetables'}),"frozenset({'tropical fruit', 'whole milk'})",,,0.004982206,0.10359408,2.449153318,,1.06837992
1027,frozenset({'other vegetables'}),frozenset({'butter'}),,,0.020030503,0.103520757,1.868122279,,1.053661499
1582,frozenset({'pip fruit'}),frozenset({'curd'}),,,0.007829181,0.103494624,1.942499282,,1.056012512
2771,frozenset({'canned beer'}),frozenset({'bottled water'}),,,0.008032537,0.103403141,0.935574881,,0.992058305
3518,"frozenset({'tropical fruit', 'whole milk'})","frozenset({'yogurt', 'whipped/sour cream'})",,,0.00437214,0.103365385,4.983326263,,1.092148057
654,frozenset({'coffee'}),frozenset({'fruit/vegetable juice'}),,,0.005998983,0.103327496,1.429291026,,1.034610924
2148,frozenset({'newspapers'}),frozenset({'fruit/vegetable juice'}),,,0.008235892,0.103184713,1.427315972,,1.034446203
1637,frozenset({'curd'}),"frozenset({'root vegetables', 'other vegetables'})",,,0.005490595,0.103053435,2.174958228,,1.062067951
